best_val_accuracy,budget,dataset,dropout,final_test_accuracy,lr,momentum,optimizer,phase,run_dir,run_name,seed,total_seconds,trial,weight_decay
0.8365,small_tuned,ag_news,0.29913504457717804,0.8294736842105264,0.017429989196606557,0.0,rmsprop,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_rmsprop_trial009_seed101,tune_ag_news_rmsprop_trial009_seed101,101,59.28736289998051,9,0.0
0.83725,small_tuned,ag_news,0.5030645657640949,0.8285526315789473,0.001443949177912302,0.9,rmsprop,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_rmsprop_trial010_seed101,tune_ag_news_rmsprop_trial010_seed101,101,68.20227569999406,10,0.006051101752647572
0.8804166666666666,small_tuned,ag_news,0.4658325302096171,0.8759210526315789,0.00011796465340431172,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial001_seed101,tune_ag_news_adamw_trial001_seed101,101,62.43138040002668,1,0.0
0.9091666666666667,small_tuned,ag_news,0.4759026459469575,0.9092105263157895,0.0005282637038757124,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial002_seed101,tune_ag_news_adamw_trial002_seed101,101,66.99509800004307,2,0.014594943365913191
0.89325,small_tuned,ag_news,0.2524865119405909,0.8725,0.006494424662202025,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial003_seed101,tune_ag_news_adamw_trial003_seed101,101,66.56454039999517,3,6.884956037510543e-05
0.9113333333333333,small_tuned,ag_news,0.36711157461570165,0.9080263157894737,0.0006228869755193548,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial004_seed101,tune_ag_news_adamw_trial004_seed101,101,66.71369529998628,4,5.547290250302147e-06
0.80925,small_tuned,ag_news,0.5129644540399794,0.8085526315789474,3.0224877177550147e-05,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial005_seed101,tune_ag_news_adamw_trial005_seed101,101,63.786117700045,5,0.0
0.9085,small_tuned,ag_news,0.259414519429299,0.9076315789473685,0.0005729115362560005,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial006_seed101,tune_ag_news_adamw_trial006_seed101,101,64.49256759998389,6,2.200107213886325e-05
0.9158333333333334,small_tuned,ag_news,0.3557391908400379,0.9106578947368421,0.0026346523896411816,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial007_seed101,tune_ag_news_adamw_trial007_seed101,101,66.30582649999997,7,0.056617020074390186
0.7525,small_tuned,ag_news,0.5738174759433678,0.7546052631578948,1.660733696265208e-05,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial008_seed101,tune_ag_news_adamw_trial008_seed101,101,66.74295970000094,8,0.0007544573176397194
0.88775,small_tuned,ag_news,0.3904097686045171,0.8607894736842105,0.006842479857925601,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial009_seed101,tune_ag_news_adamw_trial009_seed101,101,65.26671029999852,9,0.0
0.914,small_tuned,ag_news,0.3990278719329302,0.9102631578947369,0.0011178497370271819,0.0,adamw,tuning,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\tune_ag_news_adamw_trial010_seed101,tune_ag_news_adamw_trial010_seed101,101,66.1264961999841,10,0.03046081139867864
