dataset,optimizer,budget,phase,seed,test_accuracy,best_epoch_test_accuracy,final_test_accuracy,best_val_accuracy,best_epoch_by_val_accuracy,final_test_loss,total_seconds,seconds_per_epoch_mean,run_name,run_dir
ag_news,adam,default,default,101,0.906578947368421,,0.906578947368421,0.9116666666666666,4,0.3072109362953588,67.10627230000682,10.912529400002677,default_ag_news_adam_seed101,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adam_seed101
ag_news,adam,default,default,102,0.9077631578947368,,0.9077631578947368,0.91075,3,0.32497494700707885,64.51834529999178,10.558632140001283,default_ag_news_adam_seed102,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adam_seed102
ag_news,adam,default,default,103,0.9103947368421053,,0.9103947368421053,0.9123333333333333,3,0.29819852938777525,65.63747730001342,10.810282279993407,default_ag_news_adam_seed103,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adam_seed103
ag_news,adam,default,default,104,0.9096052631578947,,0.9096052631578947,0.9105833333333333,3,0.3172089005457728,65.97257929999614,10.822519020002801,default_ag_news_adam_seed104,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adam_seed104
ag_news,adam,default,default,105,0.9039473684210526,,0.9039473684210526,0.91225,4,0.3359651536063144,65.51297469995916,10.78577896001516,default_ag_news_adam_seed105,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adam_seed105
ag_news,adamw,default,default,101,0.9106578947368421,,0.9106578947368421,0.912,5,0.2993500810547879,67.78375750000123,11.204244279977866,default_ag_news_adamw_seed101,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adamw_seed101
ag_news,adamw,default,default,102,0.9102631578947369,,0.9102631578947369,0.9125,3,0.31829615498843944,67.02169219998177,11.088455739989877,default_ag_news_adamw_seed102,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adamw_seed102
ag_news,adamw,default,default,103,0.9122368421052631,,0.9122368421052631,0.9125,5,0.29241638848656104,69.21656390000135,11.073752760014031,default_ag_news_adamw_seed103,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adamw_seed103
ag_news,adamw,default,default,104,0.9082894736842105,,0.9082894736842105,0.9111666666666667,3,0.31919802800605174,66.26155669998843,10.92297454001382,default_ag_news_adamw_seed104,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adamw_seed104
ag_news,adamw,default,default,105,0.9044736842105263,,0.9044736842105263,0.9111666666666667,5,0.3288365364074707,67.0665382000152,11.090231479983776,default_ag_news_adamw_seed105,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_adamw_seed105
ag_news,rmsprop,default,default,101,0.9111842105263158,,0.9111842105263158,0.914,5,0.2962902321313557,61.73840599996038,10.005695700016805,default_ag_news_rmsprop_seed101,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_rmsprop_seed101
ag_news,rmsprop,default,default,102,0.9047368421052632,,0.9047368421052632,0.9138333333333334,4,0.3213140458182285,62.63042979995953,10.206796220014803,default_ag_news_rmsprop_seed102,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_rmsprop_seed102
ag_news,rmsprop,default,default,103,0.9128947368421053,,0.9128947368421053,0.9119166666666667,5,0.28035354187614037,62.59781449998263,10.199552600004244,default_ag_news_rmsprop_seed103,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_rmsprop_seed103
ag_news,rmsprop,default,default,104,0.8890789473684211,,0.8890789473684211,0.9095,4,0.349364693729501,63.09095039998647,10.30267586001428,default_ag_news_rmsprop_seed104,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_rmsprop_seed104
ag_news,rmsprop,default,default,105,0.9046052631578947,,0.9046052631578947,0.9135,4,0.30694529674555127,62.83970519999275,10.151514119992498,default_ag_news_rmsprop_seed105,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_rmsprop_seed105
ag_news,sgd,default,default,101,0.25,,0.25,0.25558333333333333,1,,64.02784420002718,10.230373740009963,default_ag_news_sgd_seed101,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_sgd_seed101
ag_news,sgd,default,default,102,0.25,,0.25,0.25558333333333333,1,,65.85065330000361,10.552668879984413,default_ag_news_sgd_seed102,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_sgd_seed102
ag_news,sgd,default,default,103,0.25,,0.25,0.25558333333333333,1,,60.78295480000088,9.615300379996189,default_ag_news_sgd_seed103,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_sgd_seed103
ag_news,sgd,default,default,104,0.25,,0.25,0.25558333333333333,1,,65.55221510003321,10.680913279997185,default_ag_news_sgd_seed104,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_sgd_seed104
ag_news,sgd,default,default,105,0.25,,0.25,0.25558333333333333,1,,63.3260997000034,10.171493299992289,default_ag_news_sgd_seed105,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\default_ag_news_sgd_seed105
ag_news,adam,small_tuned,rerun,101,0.9035526315789474,0.9035526315789474,0.9067105263157895,0.9085,3,0.2970988698695835,67.98344310000539,11.29397758000996,rerun_small_tuned_ag_news_adam_seed101,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adam_seed101
ag_news,adam,small_tuned,rerun,102,0.9071052631578947,0.9071052631578947,0.9082894736842105,0.909,4,0.29314347853786066,66.86790870002005,11.079310599982273,rerun_small_tuned_ag_news_adam_seed102,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adam_seed102
ag_news,adam,small_tuned,rerun,103,0.9075,0.9075,0.9075,0.9119166666666667,5,0.28929864055231996,67.55626450001728,11.205688319995534,rerun_small_tuned_ag_news_adam_seed103,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adam_seed103
ag_news,adam,small_tuned,rerun,104,0.9025,0.9025,0.9025,0.9064166666666666,5,0.30287005110790854,68.75542669999413,11.414877400000114,rerun_small_tuned_ag_news_adam_seed104,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adam_seed104
ag_news,adam,small_tuned,rerun,105,0.905,0.905,0.8968421052631579,0.90675,4,0.3328039155822051,69.77739689999726,11.556863119977061,rerun_small_tuned_ag_news_adam_seed105,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adam_seed105
ag_news,adamw,small_tuned,rerun,101,0.911578947368421,0.911578947368421,0.9075,0.9146666666666666,4,0.36574766968425954,68.65606030001072,11.368047259992455,rerun_small_tuned_ag_news_adamw_seed101,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adamw_seed101
ag_news,adamw,small_tuned,rerun,102,0.9128947368421053,0.9128947368421053,0.9021052631578947,0.9121666666666667,3,0.3635769568618975,66.59114079998108,11.000901599996723,rerun_small_tuned_ag_news_adamw_seed102,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adamw_seed102
ag_news,adamw,small_tuned,rerun,103,0.9078947368421053,0.9078947368421053,0.9072368421052631,0.9106666666666666,2,0.3512619293990888,66.95109990000492,11.03962234001374,rerun_small_tuned_ag_news_adamw_seed103,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adamw_seed103
ag_news,adamw,small_tuned,rerun,104,0.9073684210526316,0.9073684210526316,0.9036842105263158,0.9104166666666667,3,0.35575904711296685,66.59633329999633,11.004727440013085,rerun_small_tuned_ag_news_adamw_seed104,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adamw_seed104
ag_news,adamw,small_tuned,rerun,105,0.9118421052631579,0.9118421052631579,0.895921052631579,0.91125,4,0.395124435581659,66.81033120001666,11.059703620010987,rerun_small_tuned_ag_news_adamw_seed105,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_adamw_seed105
ag_news,rmsprop,small_tuned,rerun,101,0.9113157894736842,0.9113157894736842,0.9113157894736842,0.9125,5,0.28851365553705316,69.38181619998068,11.34225137999747,rerun_small_tuned_ag_news_rmsprop_seed101,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_rmsprop_seed101
ag_news,rmsprop,small_tuned,rerun,102,0.9089473684210526,0.9089473684210526,0.9089473684210526,0.9113333333333333,5,0.2902679161649001,62.62343479995616,10.17158899998758,rerun_small_tuned_ag_news_rmsprop_seed102,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_rmsprop_seed102
ag_news,rmsprop,small_tuned,rerun,103,0.9128947368421053,0.9128947368421053,0.9128947368421053,0.9114166666666667,5,0.2764094111480211,69.16257000004407,11.4167326600058,rerun_small_tuned_ag_news_rmsprop_seed103,C:\github\imdb_NLP_OPTIMIZER\results\ag_news\runs\rerun_small_tuned_ag_news_rmsprop_seed103
